"GEO","National Occupational Classification","VALUE"
"New Brunswick","Social policy researchers, consultants and program officers [4164]","0"
"New Brunswick","Health policy researchers, consultants and program officers [4165]","0"
"New Brunswick","Education policy researchers, consultants and program officers [4166]","0"
"New Brunswick","Recreation, sports and fitness policy researchers, consultants and program officers [4167]","0"
"New Brunswick","Program officers unique to government [4168]","0"
"New Brunswick","Other professional occupations in social science, not elsewhere classified (n.e.c.) [4169]","0"
"New Brunswick","Paraprofessional occupations in legal, social, community and education services [42]","380"
"New Brunswick","Paraprofessional occupations in legal, social, community and education services [421]","380"
"New Brunswick","Paralegal and related occupations [4211]","0"
"New Brunswick","Social and community service workers [4212]","235"
"New Brunswick","Early childhood educators and assistants [4214]","0"
"New Brunswick","Instructors of persons with disabilities [4215]","0"
"New Brunswick","Other instructors [4216]","0"
"New Brunswick","Other religious occupations [4217]","0"
"New Brunswick","Occupations in front-line public protection services [43]","20"
"New Brunswick","Occupations in front-line public protection services [431]","20"
"New Brunswick","Police officers (except commissioned) [4311]","0"
"New Brunswick","Firefighters [4312]","0"
"New Brunswick","Non-commissioned ranks of the Canadian Armed Forces [4313]","0"
"New Brunswick","Care providers and educational, legal and public protection support occupations [44]","260"
"New Brunswick","Home care providers and educational support occupations [441]","255"
"New Brunswick","Home child care providers [4411]","0"
"New Brunswick","Home support workers, housekeepers and related occupations [4412]","0"
"New Brunswick","Elementary and secondary school teacher assistants [4413]","0"
"New Brunswick","Legal and public protection support occupations [442]","5"
"New Brunswick","Sheriffs and bailiffs [4421]","0"
"New Brunswick","Correctional service officers [4422]","0"
"New Brunswick","By-law enforcement and other regulatory officers, not elsewhere classified (n.e.c.) [4423]","5"
"New Brunswick","Occupations in art, culture, recreation and sport [5]","50"
"New Brunswick","Professional occupations in art and culture [51]","0"
"New Brunswick","Librarians, archivists, conservators and curators [511]","0"
"New Brunswick","Librarians [5111]","0"
"New Brunswick","Conservators and curators [5112]","0"
"New Brunswick","Archivists [5113]","0"
"New Brunswick","Writing, translating and related communications professionals [512]","0"
"New Brunswick","Authors and writers [5121]","0"
"New Brunswick","Editors [5122]","0"
"New Brunswick","Journalists [5123]","0"
"New Brunswick","Translators, terminologists and interpreters [5125]","0"
"New Brunswick","Creative and performing artists [513]","0"
"New Brunswick","Producers, directors, choreographers and related occupations [5131]","0"
"New Brunswick","Conductors, composers and arrangers [5132]","0"
"New Brunswick","Musicians and singers [5133]","0"
"New Brunswick","Dancers [5134]","0"
"New Brunswick","Actors and comedians [5135]","0"
"New Brunswick","Painters, sculptors and other visual artists [5136]","0"
"New Brunswick","Technical occupations in art, culture, recreation and sport [52]","35"
"New Brunswick","Technical occupations in libraries, public archives, museums and art galleries [521]","0"
"New Brunswick","Library and public archive technicians [5211]","0"
"New Brunswick","Technical occupations related to museums and art galleries [5212]","0"
"New Brunswick","Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts [522]","0"
"New Brunswick","Photographers [5221]","0"
"New Brunswick","Film and video camera operators [5222]","0"
"New Brunswick","Graphic arts technicians [5223]","0"
"New Brunswick","Broadcast technicians [5224]","0"
"New Brunswick","Audio and video recording technicians [5225]","0"
"New Brunswick","Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts [5226]","0"
"New Brunswick","Support occupations in motion pictures, broadcasting, photography and the performing arts [5227]","0"
"New Brunswick","Announcers and other performers, not elsewhere classified (n.e.c.) [523]","0"
"New Brunswick","Announcers and other broadcasters [5231]","0"
"New Brunswick","Other performers, not elsewhere classified (n.e.c.) [5232]","0"
"New Brunswick","Creative designers and craftspersons [524]","0"
"New Brunswick","Graphic designers and illustrators [5241]","0"
"New Brunswick","Interior designers and interior decorators [5242]","0"
"New Brunswick","Theatre, fashion, exhibit and other creative designers [5243]","0"
"New Brunswick","Artisans and craftspersons [5244]","0"
"New Brunswick","Patternmakers - textile, leather and fur products [5245]","0"
"New Brunswick","Athletes, coaches, referees and related occupations [525]","15"
"New Brunswick","Athletes [5251]","0"
"New Brunswick","Coaches [5252]","0"
"New Brunswick","Sports officials and referees [5253]","0"
"New Brunswick","Program leaders and instructors in recreation, sport and fitness [5254]","0"
"New Brunswick","Sales and service occupations [6]","3840"
"New Brunswick","Retail sales supervisors and specialized sales occupations [62]","200"
"New Brunswick","Retail sales supervisors [621]","0"
"New Brunswick","Retail sales supervisors [6211]","0"
"New Brunswick","Technical sales specialists in wholesale trade and retail and wholesale buyers [622]","15"
"New Brunswick","Technical sales specialists - wholesale trade [6221]","15"
"New Brunswick","Retail and wholesale buyers [6222]","0"
"New Brunswick","Insurance, real estate and financial sales occupations [623]","110"
"New Brunswick","Insurance agents and brokers [6231]","0"
"New Brunswick","Real estate agents and salespersons [6232]","0"
"New Brunswick","Financial sales representatives [6235]","0"
"New Brunswick","Service supervisors and specialized service occupations [63]","685"
"New Brunswick","Service supervisors [631]","295"
"New Brunswick","Food service supervisors [6311]","285"
"New Brunswick","Executive housekeepers [6312]","0"
"New Brunswick","Accommodation, travel, tourism and related services supervisors [6313]","0"
"New Brunswick","Customer and information services supervisors [6314]","0"
"New Brunswick","Cleaning supervisors [6315]","0"
"New Brunswick","Other services supervisors [6316]","0"
"New Brunswick","Chefs and cooks [632]","350"
"New Brunswick","Chefs [6321]","0"
"New Brunswick","Cooks [6322]","310"
"New Brunswick","Butchers and bakers [633]","0"
"New Brunswick","Butchers, meat cutters and fishmongers - retail and wholesale [6331]","0"
"New Brunswick","Bakers [6332]","0"
"New Brunswick","Specialized occupations in personal and customer services [634]","0"
"New Brunswick","Hairstylists and barbers [6341]","0"
"New Brunswick","Tailors, dressmakers, furriers and milliners [6342]","0"
"New Brunswick","Shoe repairers and shoemakers [6343]","0"
"New Brunswick","Jewellers, jewellery and watch repairers and related occupations [6344]","0"
"New Brunswick","Upholsterers [6345]","0"
"New Brunswick","Funeral directors and embalmers [6346]","0"
"New Brunswick","Sales representatives and salespersons - wholesale and retail trade [64]","575"
"New Brunswick","Sales and account representatives - wholesale trade (non-technical) [641]","85"
"New Brunswick","Sales and account representatives - wholesale trade (non-technical) [6411]","85"
"New Brunswick","Retail salespersons [642]","495"
"New Brunswick","Retail salespersons [6421]","495"
"New Brunswick","Service representatives and other customer and personal services occupations [65]","735"
"New Brunswick","Occupations in food and beverage service [651]","190"
"New Brunswick","Maîtres d'hôtel and hosts/hostesses [6511]","0"
"New Brunswick","Bartenders [6512]","0"
"New Brunswick","Food and beverage servers [6513]","140"
"New Brunswick","Occupations in travel and accommodation [652]","0"
"New Brunswick","Travel counsellors [6521]","0"
"New Brunswick","Pursers and flight attendants [6522]","0"
"New Brunswick","Airline ticket and service agents [6523]","0"
"New Brunswick","Ground and water transport ticket agents, cargo service representatives and related clerks [6524]","0"
"New Brunswick","Hotel front desk clerks [6525]","0"
"New Brunswick","Tourism and amusement services occupations [653]","0"
"New Brunswick","Tour and travel guides [6531]","0"
"New Brunswick","Outdoor sport and recreational guides [6532]","0"
"New Brunswick","Casino occupations [6533]","0"
"New Brunswick","Security guards and related security service occupations [654]","120"
"New Brunswick","Security guards and related security service occupations [6541]","120"
"New Brunswick","Customer and information services representatives [655]","350"
"New Brunswick","Customer services representatives - financial institutions [6551]","0"
"New Brunswick","Other customer and information services representatives [6552]","315"
"New Brunswick","Other occupations in personal service [656]","0"
"New Brunswick","Image, social and other personal consultants [6561]","0"
"New Brunswick","Estheticians, electrologists and related occupations [6562]","0"
"New Brunswick","Pet groomers and animal care workers [6563]","0"
"New Brunswick","Other personal service occupations [6564]","0"
"New Brunswick","Sales support occupations [66]","430"
"New Brunswick","Cashiers [661]","185"
"New Brunswick","Cashiers [6611]","185"
"New Brunswick","Other sales support and related occupations [662]","250"
"New Brunswick","Service station attendants [6621]","0"
"New Brunswick","Store shelf stockers, clerks and order fillers [6622]","250"
"New Brunswick","Other sales related occupations [6623]","0"
"New Brunswick","Service support and other service occupations, not elsewhere classified (n.e.c.) [67]","1210"
